"","age","job","marital","housing","contact","month","day_of_week","campaign","pdays","previous","poutcome","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"1063",28,"services","married","yes","cellular","nov","wed",3,999,2,"failure",94.767,-50.8,1.048,4963.6,"no"
"1064",29,"blue-collar","single","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,4.961,5228.1,"no"
"1065",47,"services","divorced","no","cellular","jul","tue",2,999,0,"nonexistent",93.918,-42.7,4.961,5228.1,"no"
"1066",34,"student","single","yes","telephone","may","thu",3,999,0,"nonexistent",93.994,-36.4,4.86,5191,"no"
"1067",51,"services","divorced","no","cellular","may","tue",2,999,1,"failure",92.893,-46.2,1.344,5099.1,"no"
"1068",40,"admin.","divorced","yes","cellular","aug","wed",1,999,0,"nonexistent",93.444,-36.1,4.967,5228.1,"no"
"1069",38,"admin.","married","yes","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,4.865,5228.1,"no"
"1070",42,"blue-collar","married","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,1.299,5099.1,"no"
"1071",30,"unemployed","single","yes","cellular","jul","wed",3,999,0,"nonexistent",93.918,-42.7,4.963,5228.1,"no"
"1072",36,"services","married","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1073",33,"admin.","single","no","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,4.962,5228.1,"no"
"1074",47,"management","married","no","cellular","apr","mon",3,999,0,"nonexistent",93.075,-47.1,1.405,5099.1,"no"
"1075",33,"admin.","married","yes","cellular","sep","thu",2,999,0,"nonexistent",94.199,-37.5,0.878,4963.6,"yes"
"1076",30,"services","single","yes","cellular","jul","wed",3,999,0,"nonexistent",93.918,-42.7,4.963,5228.1,"no"
"1077",54,"admin.","married","no","telephone","may","wed",2,999,0,"nonexistent",93.994,-36.4,4.858,5191,"no"
"1078",47,"admin.","married","no","cellular","nov","thu",1,999,0,"nonexistent",93.2,-42,4.076,5195.8,"no"
"1079",32,"technician","single","yes","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,4.12,5195.8,"no"
"1080",32,"blue-collar","married","yes","cellular","may","fri",2,999,0,"nonexistent",92.893,-46.2,1.313,5099.1,"no"
"1081",38,"self-employed","married","yes","telephone","may","wed",1,999,2,"failure",92.893,-46.2,1.281,5099.1,"no"
"1082",38,"technician","single","no","cellular","aug","wed",2,999,0,"nonexistent",93.444,-36.1,4.964,5228.1,"no"
"1083",38,"unknown","married","yes","cellular","aug","thu",10,999,0,"nonexistent",93.444,-36.1,4.962,5228.1,"no"
"1084",53,"blue-collar","married","yes","cellular","jul","tue",7,999,0,"nonexistent",93.918,-42.7,4.961,5228.1,"no"
"1085",26,"unemployed","single","yes","telephone","may","tue",3,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1086",27,"blue-collar","married","unknown","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1087",38,"admin.","single","no","cellular","jun","tue",1,999,0,"nonexistent",92.963,-40.8,1.099,5076.2,"no"
"1088",41,"services","married","yes","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,4.857,5191,"yes"
"1089",39,"self-employed","divorced","no","cellular","sep","tue",1,3,1,"success",92.379,-29.8,0.788,5017.5,"yes"
"1090",48,"admin.","divorced","no","telephone","jul","mon",2,999,0,"nonexistent",93.918,-42.7,4.96,5228.1,"no"
"1091",32,"blue-collar","married","yes","telephone","jun","fri",6,999,0,"nonexistent",94.465,-41.8,4.959,5228.1,"no"
"1092",35,"blue-collar","married","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1093",51,"blue-collar","married","yes","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,4.966,5228.1,"no"
"1094",35,"admin.","single","yes","cellular","may","mon",5,999,0,"nonexistent",92.893,-46.2,1.299,5099.1,"no"
"1095",60,"blue-collar","married","yes","cellular","apr","mon",4,999,0,"nonexistent",93.075,-47.1,1.405,5099.1,"no"
"1096",28,"admin.","single","no","cellular","jul","fri",2,999,0,"nonexistent",93.918,-42.7,4.963,5228.1,"no"
"1097",52,"management","married","yes","cellular","aug","tue",1,10,4,"failure",92.201,-31.4,0.883,5076.2,"yes"
"1098",35,"blue-collar","married","no","telephone","jun","tue",2,999,0,"nonexistent",94.465,-41.8,4.864,5228.1,"no"
"1099",27,"admin.","single","no","cellular","may","tue",1,3,1,"success",92.893,-46.2,1.266,5099.1,"no"
"1100",34,"technician","married","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,4.963,5228.1,"no"
"1101",36,"blue-collar","married","no","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,4.12,5195.8,"no"
"1102",28,"blue-collar","married","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,4.86,5191,"no"
"1103",32,"admin.","married","yes","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1104",49,"blue-collar","divorced","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"yes"
"1105",55,"admin.","married","yes","cellular","nov","thu",2,999,0,"nonexistent",93.2,-42,4.076,5195.8,"no"
"1106",50,"technician","married","yes","cellular","dec","mon",1,999,1,"failure",92.713,-33,0.717,5023.5,"yes"
"1107",37,"admin.","single","no","cellular","may","wed",4,999,0,"nonexistent",92.893,-46.2,1.334,5099.1,"no"
"1108",35,"blue-collar","divorced","unknown","telephone","jun","mon",3,999,0,"nonexistent",94.465,-41.8,4.96,5228.1,"no"
"1109",58,"unknown","married","yes","cellular","dec","thu",1,999,1,"failure",92.713,-33,0.72,5023.5,"yes"
"1110",32,"entrepreneur","married","no","cellular","aug","mon",5,999,0,"nonexistent",93.444,-36.1,4.965,5228.1,"no"
"1111",35,"retired","single","yes","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1112",35,"technician","single","yes","cellular","may","mon",4,999,0,"nonexistent",92.893,-46.2,1.244,5099.1,"no"
"1113",26,"admin.","single","no","cellular","may","thu",3,999,0,"nonexistent",92.893,-46.2,1.266,5099.1,"no"
"1114",47,"blue-collar","married","yes","cellular","apr","tue",4,999,1,"failure",93.075,-47.1,1.423,5099.1,"no"
"1115",29,"blue-collar","single","no","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,1.281,5099.1,"no"
"1116",37,"entrepreneur","single","yes","cellular","may","tue",1,2,1,"success",92.893,-46.2,1.266,5099.1,"no"
"1117",32,"technician","single","no","telephone","jul","wed",11,999,0,"nonexistent",93.918,-42.7,4.963,5228.1,"no"
"1118",46,"services","married","yes","cellular","jul","mon",2,999,0,"nonexistent",93.918,-42.7,4.96,5228.1,"no"
"1119",36,"services","married","no","telephone","may","wed",5,999,0,"nonexistent",93.994,-36.4,4.859,5191,"no"
"1120",35,"admin.","married","no","cellular","jun","thu",4,999,0,"nonexistent",92.963,-40.8,1.26,5076.2,"yes"
"1121",31,"self-employed","married","yes","cellular","jul","tue",2,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"no"
"1122",29,"admin.","single","no","cellular","aug","mon",2,999,0,"nonexistent",93.444,-36.1,4.965,5228.1,"yes"
"1123",46,"housemaid","married","no","cellular","jul","fri",2,999,0,"nonexistent",93.918,-42.7,4.963,5228.1,"no"
"1124",85,"housemaid","divorced","yes","telephone","oct","fri",2,999,0,"nonexistent",92.431,-26.9,0.739,5017.5,"no"
"1125",29,"technician","single","no","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,1.266,5099.1,"no"
"1126",31,"management","single","yes","cellular","may","thu",2,999,0,"nonexistent",92.893,-46.2,1.266,5099.1,"no"
"1127",34,"blue-collar","married","yes","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,4.958,5228.1,"no"
"1128",29,"technician","single","yes","cellular","nov","fri",1,999,0,"nonexistent",93.2,-42,4.021,5195.8,"no"
"1129",46,"admin.","single","yes","cellular","jul","tue",7,999,0,"nonexistent",93.918,-42.7,4.961,5228.1,"no"
"1130",29,"blue-collar","divorced","no","cellular","may","fri",1,999,0,"nonexistent",92.893,-46.2,1.25,5099.1,"yes"
"1131",54,"blue-collar","single","no","telephone","may","thu",3,999,0,"nonexistent",93.994,-36.4,4.86,5191,"no"
"1132",26,"management","single","yes","cellular","nov","mon",5,999,0,"nonexistent",94.767,-50.8,1.039,4963.6,"no"
"1133",27,"admin.","married","yes","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,1.266,5099.1,"no"
"1134",57,"management","married","yes","cellular","may","fri",5,999,1,"failure",92.893,-46.2,1.25,5099.1,"no"
"1135",32,"technician","single","yes","cellular","aug","wed",5,999,0,"nonexistent",93.444,-36.1,4.965,5228.1,"no"
"1136",35,"services","married","yes","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1137",32,"blue-collar","single","unknown","cellular","nov","wed",2,999,0,"nonexistent",93.2,-42,4.12,5195.8,"no"
"1138",59,"retired","married","no","cellular","jul","mon",4,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"no"
"1139",29,"blue-collar","married","yes","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,1.327,5099.1,"no"
"1140",37,"admin.","married","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,4.86,5191,"no"
"1141",40,"admin.","married","no","telephone","jun","tue",5,999,0,"nonexistent",94.465,-41.8,4.961,5228.1,"no"
"1142",55,"admin.","married","yes","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,4.968,5228.1,"no"
"1143",33,"housemaid","single","yes","cellular","aug","wed",3,999,0,"nonexistent",93.444,-36.1,4.967,5228.1,"no"
"1144",36,"admin.","single","no","cellular","apr","fri",3,999,0,"nonexistent",93.075,-47.1,1.405,5099.1,"no"
"1145",59,"admin.","married","no","telephone","jun","mon",4,999,0,"nonexistent",94.465,-41.8,4.96,5228.1,"no"
"1146",34,"blue-collar","single","no","cellular","may","thu",3,999,0,"nonexistent",92.893,-46.2,1.266,5099.1,"no"
"1147",30,"self-employed","married","no","cellular","may","tue",2,999,1,"failure",92.893,-46.2,1.291,5099.1,"no"
"1148",29,"admin.","married","no","cellular","jul","thu",7,999,0,"nonexistent",93.918,-42.7,4.958,5228.1,"no"
"1149",34,"blue-collar","single","no","cellular","may","mon",2,999,1,"failure",92.893,-46.2,1.299,5099.1,"no"
"1150",47,"blue-collar","single","yes","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1151",41,"entrepreneur","married","yes","telephone","jul","fri",2,999,0,"nonexistent",93.918,-42.7,4.959,5228.1,"no"
"1152",30,"admin.","single","yes","cellular","jun","wed",1,999,0,"nonexistent",92.963,-40.8,1.26,5076.2,"no"
"1153",33,"admin.","married","yes","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,4.963,5228.1,"no"
"1154",33,"unemployed","single","no","cellular","jul","tue",6,999,0,"nonexistent",93.918,-42.7,4.961,5228.1,"no"
"1155",33,"services","married","unknown","cellular","may","fri",1,999,1,"failure",92.893,-46.2,1.25,5099.1,"no"
"1156",59,"retired","married","yes","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,4.964,5228.1,"no"
"1157",29,"services","married","yes","telephone","may","wed",3,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1158",36,"admin.","married","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1159",41,"admin.","single","yes","cellular","apr","fri",2,999,0,"nonexistent",93.075,-47.1,1.405,5099.1,"no"
"1160",55,"technician","married","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,4.865,5228.1,"no"
"1161",39,"entrepreneur","married","yes","cellular","nov","thu",2,999,0,"nonexistent",93.2,-42,4.076,5195.8,"no"
"1162",48,"services","married","no","cellular","jul","wed",6,999,0,"nonexistent",93.918,-42.7,4.963,5228.1,"no"
"1163",56,"admin.","married","yes","cellular","jul","fri",5,999,0,"nonexistent",93.918,-42.7,4.957,5228.1,"no"
"1164",63,"technician","married","yes","cellular","aug","tue",1,999,0,"nonexistent",92.201,-31.4,0.838,5076.2,"no"
"1165",50,"self-employed","married","no","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,1.266,5099.1,"no"
"1166",42,"blue-collar","married","yes","telephone","may","mon",3,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1167",43,"unemployed","married","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,4.865,5228.1,"no"
"1168",32,"admin.","married","yes","cellular","nov","thu",1,999,0,"nonexistent",93.2,-42,4.076,5195.8,"no"
"1169",28,"blue-collar","single","no","cellular","apr","mon",1,999,0,"nonexistent",93.075,-47.1,1.392,5099.1,"no"
"1170",26,"blue-collar","married","yes","cellular","may","thu",2,999,0,"nonexistent",92.893,-46.2,1.266,5099.1,"no"
"1171",24,"admin.","single","yes","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,4.958,5228.1,"no"
"1172",38,"blue-collar","divorced","no","telephone","jun","fri",1,999,0,"nonexistent",94.465,-41.8,4.967,5228.1,"no"
"1173",30,"services","married","yes","cellular","nov","thu",1,999,0,"nonexistent",93.2,-42,4.076,5195.8,"no"
"1174",29,"blue-collar","single","yes","cellular","may","fri",9,999,1,"failure",92.893,-46.2,1.25,5099.1,"no"
"1175",56,"management","married","no","cellular","jul","tue",2,999,0,"nonexistent",93.918,-42.7,4.961,5228.1,"no"
"1176",36,"blue-collar","single","yes","telephone","jun","thu",3,999,0,"nonexistent",94.465,-41.8,4.955,5228.1,"yes"
"1177",33,"admin.","married","yes","cellular","jul","tue",4,999,0,"nonexistent",93.918,-42.7,4.961,5228.1,"no"
"1178",47,"services","married","no","telephone","may","wed",2,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1179",50,"housemaid","married","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1180",41,"services","married","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1181",54,"entrepreneur","divorced","no","cellular","apr","thu",2,999,1,"failure",93.075,-47.1,1.41,5099.1,"no"
"1182",32,"blue-collar","married","unknown","telephone","apr","fri",3,999,0,"nonexistent",93.075,-47.1,1.479,5099.1,"no"
"1183",38,"admin.","single","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1184",34,"management","single","yes","cellular","nov","wed",2,6,1,"success",93.2,-42,4.12,5195.8,"no"
"1185",34,"blue-collar","married","no","cellular","may","tue",3,999,0,"nonexistent",92.893,-46.2,1.291,5099.1,"no"
"1186",55,"admin.","married","yes","cellular","nov","thu",3,999,0,"nonexistent",93.2,-42,4.076,5195.8,"no"
"1187",31,"self-employed","married","no","cellular","aug","tue",2,999,0,"nonexistent",93.444,-36.1,4.966,5228.1,"no"
"1188",43,"technician","married","yes","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1189",59,"unemployed","married","yes","cellular","jul","thu",9,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"yes"
"1190",53,"technician","married","unknown","cellular","apr","thu",2,999,2,"failure",93.749,-34.6,0.64,5008.7,"yes"
"1191",56,"unemployed","married","no","cellular","sep","fri",1,999,2,"failure",92.379,-29.8,0.762,5017.5,"no"
"1192",32,"entrepreneur","married","yes","telephone","jul","tue",1,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"no"
"1193",36,"blue-collar","married","yes","cellular","jul","thu",3,999,0,"nonexistent",93.918,-42.7,4.958,5228.1,"no"
"1194",42,"blue-collar","married","no","telephone","may","wed",5,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1195",29,"admin.","married","yes","cellular","aug","mon",2,999,0,"nonexistent",93.444,-36.1,4.965,5228.1,"no"
"1196",33,"services","married","no","cellular","nov","thu",6,999,0,"nonexistent",93.2,-42,4.076,5195.8,"no"
"1197",56,"technician","married","no","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,4.967,5228.1,"no"
"1198",31,"entrepreneur","divorced","yes","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1199",34,"management","married","yes","cellular","nov","wed",3,999,0,"nonexistent",93.2,-42,4.12,5195.8,"no"
"1200",33,"blue-collar","married","yes","telephone","jun","fri",7,999,0,"nonexistent",94.465,-41.8,4.959,5228.1,"no"
"1201",23,"housemaid","single","no","cellular","may","thu",6,999,0,"nonexistent",92.893,-46.2,1.266,5099.1,"no"
"1202",26,"services","single","yes","telephone","jul","fri",3,999,0,"nonexistent",93.918,-42.7,4.957,5228.1,"no"
"1203",55,"management","married","no","cellular","aug","mon",6,999,0,"nonexistent",93.444,-36.1,4.965,5228.1,"no"
"1204",47,"services","divorced","yes","telephone","jun","fri",6,999,0,"nonexistent",94.465,-41.8,4.959,5228.1,"no"
"1205",36,"blue-collar","married","yes","telephone","jun","fri",5,999,0,"nonexistent",94.465,-41.8,4.959,5228.1,"no"
"1206",33,"blue-collar","married","yes","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,4.855,5191,"no"
"1207",60,"retired","married","yes","telephone","may","fri",2,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1208",49,"entrepreneur","married","yes","telephone","may","fri",2,999,0,"nonexistent",93.994,-36.4,4.864,5191,"no"
"1209",35,"admin.","married","unknown","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,4.859,5191,"no"
"1210",47,"admin.","divorced","no","cellular","jul","mon",1,999,0,"nonexistent",93.918,-42.7,4.96,5228.1,"no"
"1211",30,"blue-collar","single","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1212",27,"blue-collar","single","no","telephone","jun","thu",2,999,0,"nonexistent",94.465,-41.8,4.866,5228.1,"no"
"1213",36,"admin.","single","no","cellular","jul","tue",1,999,0,"nonexistent",93.918,-42.7,4.961,5228.1,"no"
"1214",46,"services","divorced","no","cellular","may","mon",3,999,0,"nonexistent",92.893,-46.2,1.299,5099.1,"no"
"1215",30,"entrepreneur","divorced","no","cellular","may","thu",1,999,1,"failure",92.893,-46.2,1.327,5099.1,"no"
"1216",88,"retired","divorced","yes","cellular","mar","wed",2,999,0,"nonexistent",92.843,-50,1.663,5099.1,"no"
"1217",45,"services","divorced","no","telephone","may","mon",12,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1218",30,"admin.","married","yes","cellular","apr","thu",6,999,0,"nonexistent",93.075,-47.1,1.483,5099.1,"no"
"1219",43,"technician","single","yes","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,4.967,5228.1,"no"
"1220",48,"retired","married","yes","telephone","jul","mon",17,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"no"
"1221",56,"unemployed","divorced","yes","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1222",42,"technician","single","yes","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1223",30,"technician","single","yes","cellular","jul","wed",1,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"no"
"1224",56,"housemaid","divorced","yes","telephone","jun","tue",5,999,0,"nonexistent",94.465,-41.8,4.961,5228.1,"no"
"1225",35,"technician","married","unknown","cellular","aug","fri",2,999,0,"nonexistent",93.444,-36.1,4.963,5228.1,"no"
"1226",39,"services","single","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,4.86,5191,"no"
"1227",49,"unemployed","married","yes","telephone","may","mon",1,999,0,"nonexistent",92.893,-46.2,1.354,5099.1,"no"
"1228",30,"admin.","married","yes","cellular","may","fri",2,999,1,"failure",92.893,-46.2,1.313,5099.1,"no"
"1229",39,"admin.","married","no","telephone","jun","tue",9,999,0,"nonexistent",94.465,-41.8,4.961,5228.1,"no"
"1230",32,"technician","single","yes","telephone","jul","thu",2,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"no"
"1231",59,"admin.","divorced","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"yes"
"1232",38,"technician","married","unknown","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,4.966,5228.1,"no"
"1233",49,"technician","married","yes","cellular","jul","fri",1,999,0,"nonexistent",93.918,-42.7,4.957,5228.1,"no"
"1234",28,"admin.","married","unknown","cellular","jul","tue",3,999,0,"nonexistent",93.918,-42.7,4.961,5228.1,"no"
"1235",39,"technician","married","yes","cellular","may","tue",4,3,1,"success",92.893,-46.2,1.291,5099.1,"no"
"1236",37,"blue-collar","married","unknown","cellular","oct","fri",1,999,0,"nonexistent",92.431,-26.9,0.73,5017.5,"no"
"1237",51,"services","married","yes","telephone","jun","fri",3,999,0,"nonexistent",94.465,-41.8,4.959,5228.1,"no"
"1238",31,"blue-collar","married","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,4.859,5191,"no"
"1239",59,"technician","divorced","yes","cellular","jul","wed",1,999,0,"nonexistent",93.918,-42.7,4.963,5228.1,"no"
"1240",46,"admin.","divorced","yes","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1241",36,"blue-collar","married","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1242",28,"management","single","no","telephone","jun","thu",5,999,0,"nonexistent",94.465,-41.8,4.958,5228.1,"yes"
"1243",31,"admin.","married","yes","telephone","may","thu",4,999,0,"nonexistent",93.994,-36.4,4.86,5191,"no"
"1244",26,"services","single","yes","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1245",36,"blue-collar","single","yes","cellular","jul","mon",8,999,0,"nonexistent",93.918,-42.7,4.96,5228.1,"no"
"1246",50,"entrepreneur","married","yes","cellular","nov","thu",3,999,0,"nonexistent",93.2,-42,4.076,5195.8,"no"
"1247",41,"unemployed","married","yes","cellular","apr","mon",1,999,0,"nonexistent",93.075,-47.1,1.466,5099.1,"no"
"1248",50,"self-employed","married","no","cellular","jul","thu",7,999,0,"nonexistent",93.918,-42.7,4.968,5228.1,"no"
"1249",32,"blue-collar","single","no","cellular","may","wed",3,999,0,"nonexistent",92.893,-46.2,1.281,5099.1,"no"
"1250",56,"self-employed","married","no","cellular","apr","mon",3,999,1,"failure",93.075,-47.1,1.405,5099.1,"no"
"1251",42,"admin.","married","yes","cellular","may","tue",1,999,0,"nonexistent",92.893,-46.2,1.344,5099.1,"no"
"1252",38,"technician","married","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1253",36,"admin.","single","no","telephone","may","mon",5,999,0,"nonexistent",92.893,-46.2,1.244,5099.1,"no"
"1254",45,"blue-collar","married","yes","telephone","jun","mon",8,999,0,"nonexistent",94.465,-41.8,4.865,5228.1,"no"
"1255",52,"retired","married","unknown","cellular","jul","thu",4,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"no"
"1256",55,"technician","married","no","telephone","jun","tue",1,999,0,"nonexistent",94.465,-41.8,4.961,5228.1,"no"
"1257",38,"self-employed","single","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,4.855,5191,"no"
"1258",71,"retired","married","yes","cellular","oct","tue",1,6,1,"success",92.431,-26.9,0.728,5017.5,"no"
"1259",22,"services","single","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,4.858,5191,"no"
"1260",30,"admin.","single","no","cellular","nov","fri",2,999,0,"nonexistent",93.2,-42,4.021,5195.8,"yes"
"1261",78,"retired","married","yes","cellular","may","mon",2,3,2,"failure",92.893,-46.2,1.264,5099.1,"no"
"1262",30,"admin.","divorced","yes","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,4.12,5195.8,"no"
"1263",51,"blue-collar","married","yes","cellular","apr","wed",2,999,0,"nonexistent",93.075,-47.1,1.372,5099.1,"no"
"1264",35,"management","divorced","unknown","cellular","aug","mon",3,999,0,"nonexistent",93.444,-36.1,4.965,5228.1,"no"
"1265",26,"student","single","yes","cellular","nov","wed",2,999,0,"nonexistent",92.649,-30.1,0.716,5017.5,"no"
"1266",34,"services","married","no","telephone","jun","fri",14,999,0,"nonexistent",94.465,-41.8,4.959,5228.1,"no"
"1267",49,"management","married","yes","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,4.968,5228.1,"no"
"1268",50,"blue-collar","divorced","no","cellular","jul","thu",5,999,0,"nonexistent",93.918,-42.7,4.962,5228.1,"no"
"1269",51,"entrepreneur","married","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1270",57,"retired","married","yes","cellular","aug","wed",1,999,1,"failure",92.201,-31.4,0.834,5076.2,"no"
"1271",33,"admin.","divorced","yes","cellular","nov","mon",2,999,0,"nonexistent",93.2,-42,4.191,5195.8,"no"
"1272",35,"admin.","married","no","telephone","may","wed",3,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1273",37,"admin.","single","no","cellular","jul","thu",2,7,3,"success",94.215,-40.3,0.782,4991.6,"yes"
"1274",39,"admin.","single","yes","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,4.12,5195.8,"no"
"1275",39,"services","married","no","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1276",20,"student","single","no","cellular","nov","wed",2,999,0,"nonexistent",92.649,-30.1,0.715,5017.5,"no"
"1277",55,"blue-collar","married","yes","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1278",27,"student","single","no","telephone","nov","thu",1,999,0,"nonexistent",93.2,-42,4.245,5195.8,"no"
"1279",33,"admin.","married","no","cellular","jul","fri",2,999,0,"nonexistent",93.918,-42.7,4.957,5228.1,"no"
"1280",24,"blue-collar","married","yes","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,4.855,5191,"no"
"1281",39,"management","married","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,4.965,5228.1,"no"
"1282",55,"blue-collar","married","yes","cellular","aug","thu",3,999,0,"nonexistent",93.444,-36.1,4.963,5228.1,"no"
"1283",35,"unknown","married","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,4.855,5191,"no"
"1284",55,"retired","divorced","no","cellular","may","wed",4,999,1,"failure",92.893,-46.2,1.281,5099.1,"yes"
"1285",42,"self-employed","married","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.856,5191,"no"
"1286",50,"self-employed","divorced","no","cellular","nov","thu",4,999,0,"nonexistent",93.2,-42,4.076,5195.8,"no"
"1287",39,"management","married","yes","cellular","may","fri",1,999,0,"nonexistent",92.893,-46.2,1.313,5099.1,"no"
"1288",40,"services","single","no","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,1.334,5099.1,"no"
"1289",51,"services","single","no","telephone","jun","mon",3,999,0,"nonexistent",94.465,-41.8,4.961,5228.1,"no"
"1290",59,"retired","unknown","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,4.857,5191,"no"
"1291",54,"technician","married","no","cellular","apr","mon",3,999,2,"failure",93.075,-47.1,1.405,5099.1,"no"
"1292",42,"management","married","yes","cellular","aug","thu",5,999,0,"nonexistent",93.444,-36.1,4.968,5228.1,"no"
"1293",33,"technician","divorced","yes","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,4.97,5228.1,"no"
"1294",26,"admin.","single","yes","telephone","jun","tue",6,999,0,"nonexistent",94.465,-41.8,4.961,5228.1,"no"
"1295",27,"management","married","no","cellular","apr","mon",1,999,0,"nonexistent",93.075,-47.1,1.392,5099.1,"no"
