"","age","job","marital","housing","contact","month","day_of_week","campaign","pdays","previous","poutcome","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"929",37,2,2,3,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
"930",41,2,2,1,2,5,3,2,999,0,2,94.465,-41.8,4.866,5228.1,0
"931",51,2,2,3,1,8,4,1,999,0,2,93.2,-42,4.153,5195.8,0
"932",27,1,2,1,1,4,3,3,999,0,2,93.918,-42.7,4.968,5228.1,0
"933",35,1,3,3,1,4,1,1,999,0,2,93.918,-42.7,4.957,5228.1,0
"934",31,8,1,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
"935",31,2,3,3,2,10,2,1,999,0,2,94.199,-37.5,0.879,4963.6,0
"936",31,2,2,1,2,4,4,6,999,0,2,93.918,-42.7,4.961,5228.1,0
"937",64,12,2,3,2,2,1,4,999,0,2,94.027,-38.3,0.905,4991.6,1
"938",33,5,2,3,1,7,4,6,999,0,2,92.893,-46.2,1.344,5099.1,0
"939",41,2,2,3,1,1,1,2,999,1,1,93.075,-47.1,1.405,5099.1,0
"940",34,1,3,1,2,5,4,1,999,0,2,94.465,-41.8,4.961,5228.1,0
"941",41,1,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
"942",36,2,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
"943",59,6,2,3,2,5,5,8,999,0,2,94.465,-41.8,4.959,5228.1,0
"944",56,5,2,3,2,5,4,3,999,0,2,94.465,-41.8,4.864,5228.1,1
"945",59,6,2,1,2,7,3,3,999,0,2,93.994,-36.4,4.86,5191,0
"946",32,1,3,2,1,8,1,1,999,0,2,93.2,-42,4.021,5195.8,0
"947",40,10,2,3,2,7,4,3,999,0,2,93.994,-36.4,4.857,5191,0
"948",38,1,2,3,1,8,4,1,3,3,3,92.649,-30.1,0.715,5017.5,1
"949",34,1,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
"950",41,12,2,1,1,2,2,2,999,0,2,93.444,-36.1,4.97,5228.1,0
"951",33,1,3,1,1,4,2,1,999,0,2,93.918,-42.7,4.96,5228.1,0
"952",31,10,3,3,1,2,5,2,999,0,2,93.444,-36.1,4.967,5228.1,0
"953",29,2,1,3,1,7,5,4,999,1,1,92.893,-46.2,1.281,5099.1,0
"954",38,1,3,3,2,5,5,5,999,0,2,94.465,-41.8,4.962,5228.1,0
"955",24,1,3,3,1,6,5,1,999,0,2,92.843,-50,1.602,5099.1,1
"956",34,1,3,1,1,7,3,11,999,0,2,92.893,-46.2,1.327,5099.1,0
"957",27,1,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.266,5099.1,0
"958",32,2,2,1,1,7,1,1,999,1,1,92.893,-46.2,1.313,5099.1,0
"959",49,1,2,3,1,4,1,2,999,0,2,93.918,-42.7,4.963,5228.1,0
"960",36,10,1,1,2,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
"961",46,2,3,3,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
"962",47,8,1,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
"963",37,8,2,3,2,7,3,3,999,0,2,93.994,-36.4,4.86,5191,0
"964",31,8,2,2,1,7,3,2,999,1,1,92.893,-46.2,1.327,5099.1,0
"965",36,10,2,3,2,7,4,4,999,0,2,93.994,-36.4,4.856,5191,0
"966",30,10,3,3,1,10,1,2,15,4,1,94.199,-37.5,0.879,4963.6,1
"967",32,3,2,3,1,8,5,1,999,1,1,93.2,-42,4.12,5195.8,0
"968",54,5,2,3,1,5,5,1,999,0,2,92.963,-40.8,1.26,5076.2,0
"969",51,2,2,1,2,7,1,1,999,0,2,93.994,-36.4,4.855,5191,1
"970",28,10,1,3,1,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
"971",54,5,2,1,1,7,2,1,999,1,1,92.893,-46.2,1.264,5099.1,1
"972",31,1,2,3,2,7,4,13,999,0,2,93.994,-36.4,4.856,5191,0
"973",57,1,2,1,1,7,1,1,999,1,1,92.893,-46.2,1.259,5099.1,0
"974",49,11,2,1,1,5,1,1,999,0,2,92.963,-40.8,1.268,5076.2,0
"975",45,2,2,3,2,7,5,3,999,0,2,93.994,-36.4,4.857,5191,0
"976",33,5,2,3,1,1,4,8,999,0,2,93.075,-47.1,1.423,5099.1,0
"977",53,8,2,1,1,7,1,1,999,1,1,92.893,-46.2,1.25,5099.1,0
"978",26,9,3,3,1,6,2,2,999,0,2,92.843,-50,1.811,5099.1,1
"979",31,10,2,1,1,2,3,2,999,0,2,93.444,-36.1,4.964,5228.1,0
"980",32,2,2,3,2,7,4,3,999,0,2,93.994,-36.4,4.856,5191,0
"981",29,10,2,1,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
"982",31,10,3,1,1,2,4,1,999,0,2,93.444,-36.1,4.966,5228.1,0
"983",29,9,3,1,2,7,2,4,999,0,2,92.893,-46.2,1.299,5099.1,0
"984",49,2,2,1,2,7,5,3,999,0,2,93.994,-36.4,4.857,5191,0
"985",26,1,3,3,1,7,4,7,999,0,2,92.893,-46.2,1.291,5099.1,0
"986",43,2,2,1,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
"987",56,6,2,3,2,7,5,4,999,0,2,93.994,-36.4,4.856,5191,0
"988",29,1,3,3,1,2,3,3,999,0,2,93.444,-36.1,4.968,5228.1,0
"989",31,10,2,3,1,8,5,5,999,1,1,93.2,-42,4.12,5195.8,0
"990",50,2,2,3,1,4,4,3,999,0,2,93.918,-42.7,4.961,5228.1,0
"991",37,10,2,3,2,4,4,6,999,0,2,93.918,-42.7,4.955,5228.1,0
"992",42,2,2,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
"993",30,8,2,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
"994",25,2,2,3,1,4,3,3,999,0,2,93.918,-42.7,4.958,5228.1,0
"995",35,7,3,1,1,8,5,1,3,1,3,93.2,-42,4.12,5195.8,0
"996",37,3,2,1,1,8,3,1,999,1,1,93.2,-42,4.076,5195.8,0
"997",30,3,2,3,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
"998",33,2,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.855,5191,1
"999",36,10,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
"1000",46,8,2,1,2,7,4,3,999,0,2,93.994,-36.4,4.857,5191,0
"1001",51,11,2,1,1,5,3,2,999,1,1,92.963,-40.8,1.26,5076.2,1
"1002",33,10,3,3,1,2,4,2,999,0,2,93.444,-36.1,4.966,5228.1,1
"1003",26,3,2,1,2,7,1,3,999,0,2,93.994,-36.4,4.855,5191,0
"1004",40,2,1,1,2,7,3,6,999,0,2,93.994,-36.4,4.86,5191,0
"1005",25,2,3,1,1,7,1,3,999,0,2,92.893,-46.2,1.25,5099.1,1
"1006",38,5,2,1,2,7,1,1,999,0,2,93.994,-36.4,4.855,5191,1
"1007",54,1,3,1,1,7,2,1,999,0,2,92.893,-46.2,1.264,5099.1,1
"1008",50,1,2,3,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
"1009",36,5,2,3,1,7,2,6,999,0,2,92.893,-46.2,1.354,5099.1,0
"1010",43,1,3,3,1,2,1,2,999,0,2,93.444,-36.1,4.963,5228.1,0
"1011",57,5,1,1,1,1,2,2,999,0,2,93.075,-47.1,1.405,5099.1,0
"1012",38,2,2,1,1,7,5,1,999,1,1,92.893,-46.2,1.334,5099.1,0
"1013",27,1,3,3,2,7,1,2,999,0,2,93.994,-36.4,4.855,5191,0
"1014",35,5,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
"1015",28,10,3,3,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
"1016",57,1,2,3,1,2,1,1,999,0,2,93.444,-36.1,4.966,5228.1,0
"1017",40,2,2,1,1,8,3,5,999,0,2,93.2,-42,4.076,5195.8,0
"1018",43,2,2,1,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
"1019",34,10,1,3,1,1,1,1,999,1,1,93.075,-47.1,1.405,5099.1,0
"1020",67,6,2,1,1,9,3,2,999,0,2,92.431,-26.9,0.722,5017.5,0
"1021",48,1,1,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
"1022",35,1,3,3,1,7,4,4,999,1,1,92.893,-46.2,1.291,5099.1,0
"1023",27,1,3,1,1,7,2,1,1,1,3,92.893,-46.2,1.299,5099.1,0
"1024",25,1,3,3,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
"1025",42,10,2,3,1,7,3,2,999,0,2,92.893,-46.2,1.266,5099.1,0
"1026",47,1,1,3,2,7,2,2,999,0,2,93.994,-36.4,4.857,5191,0
"1027",49,3,2,3,1,8,1,2,999,0,2,93.2,-42,4.021,5195.8,0
"1028",36,1,3,3,1,7,4,1,999,0,2,92.893,-46.2,1.291,5099.1,1
"1029",35,10,2,1,2,5,2,3,999,0,2,94.465,-41.8,4.865,5228.1,0
"1030",29,2,2,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
"1031",45,10,2,1,2,5,1,3,999,0,2,94.465,-41.8,4.967,5228.1,0
"1032",53,2,2,3,2,7,1,1,999,0,2,93.994,-36.4,4.859,5191,0
"1033",41,1,2,1,1,2,2,3,999,0,2,93.444,-36.1,4.965,5228.1,0
"1034",50,5,2,1,2,5,2,17,999,0,2,94.465,-41.8,4.961,5228.1,0
"1035",31,5,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.858,5191,0
"1036",46,8,2,1,1,7,5,3,999,0,2,92.893,-46.2,1.334,5099.1,0
"1037",36,2,2,1,2,7,5,4,999,0,2,93.994,-36.4,4.858,5191,0
"1038",43,2,3,1,2,5,3,1,999,0,2,94.465,-41.8,4.866,5228.1,0
"1039",48,3,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
"1040",31,8,2,2,1,7,3,2,999,1,1,92.893,-46.2,1.327,5099.1,0
"1041",21,8,3,3,1,1,3,2,999,0,2,93.075,-47.1,1.435,5099.1,0
"1042",56,8,2,1,1,7,1,1,999,0,2,92.893,-46.2,1.25,5099.1,0
"1043",54,5,2,1,2,5,5,3,999,0,2,94.465,-41.8,4.962,5228.1,0
"1044",44,8,2,1,1,8,4,2,999,0,2,93.2,-42,4.153,5195.8,0
"1045",31,11,2,1,1,2,4,1,999,0,2,93.444,-36.1,4.963,5228.1,0
"1046",50,1,2,1,1,2,4,2,999,1,1,92.201,-31.4,0.859,5076.2,1
"1047",48,1,2,3,1,2,5,1,0,3,3,94.027,-38.3,0.9,4991.6,1
"1048",26,7,3,3,1,5,5,2,999,0,2,92.963,-40.8,1.244,5076.2,0
"1049",37,8,3,3,2,7,1,2,999,0,2,93.994,-36.4,4.859,5191,0
"1050",37,11,4,1,1,5,4,1,999,0,2,92.963,-40.8,1.262,5076.2,0
"1051",50,8,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
"1052",47,1,2,3,1,2,4,5,999,0,2,93.444,-36.1,4.965,5228.1,0
"1053",41,2,3,1,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
"1054",32,2,3,3,2,5,2,17,999,0,2,94.465,-41.8,4.961,5228.1,0
"1055",38,8,2,1,2,5,1,2,999,0,2,92.963,-40.8,1.224,5076.2,0
"1056",48,10,2,1,1,4,4,1,999,1,1,94.215,-40.3,0.876,4991.6,0
"1057",46,2,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
"1058",48,7,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
"1059",38,12,1,3,2,7,5,3,999,0,2,93.994,-36.4,4.857,5191,0
"1060",38,1,2,3,1,2,4,2,999,0,2,93.444,-36.1,4.965,5228.1,0
"1061",55,6,2,1,1,4,4,4,999,0,2,93.918,-42.7,4.961,5228.1,0
"1062",27,1,2,3,1,4,2,3,999,0,2,93.918,-42.7,4.962,5228.1,0
"1063",28,8,2,3,1,8,5,3,999,2,1,94.767,-50.8,1.048,4963.6,0
"1064",29,2,3,1,2,5,2,1,999,0,2,94.465,-41.8,4.961,5228.1,0
"1065",47,8,1,1,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
"1066",34,9,3,3,2,7,3,3,999,0,2,93.994,-36.4,4.86,5191,0
"1067",51,8,1,1,1,7,4,2,999,1,1,92.893,-46.2,1.344,5099.1,0
"1068",40,1,1,3,1,2,5,1,999,0,2,93.444,-36.1,4.967,5228.1,0
"1069",38,1,2,3,2,5,2,1,999,0,2,94.465,-41.8,4.865,5228.1,0
"1070",42,2,2,1,1,7,2,1,999,0,2,92.893,-46.2,1.299,5099.1,0
"1071",30,11,3,3,1,4,5,3,999,0,2,93.918,-42.7,4.963,5228.1,0
"1072",36,8,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
"1073",33,1,3,1,2,5,5,1,999,0,2,94.465,-41.8,4.962,5228.1,0
"1074",47,5,2,1,1,1,2,3,999,0,2,93.075,-47.1,1.405,5099.1,0
"1075",33,1,2,3,1,10,3,2,999,0,2,94.199,-37.5,0.878,4963.6,1
"1076",30,8,3,3,1,4,5,3,999,0,2,93.918,-42.7,4.963,5228.1,0
"1077",54,1,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.858,5191,0
"1078",47,1,2,1,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
"1079",32,10,3,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
"1080",32,2,2,3,1,7,1,2,999,0,2,92.893,-46.2,1.313,5099.1,0
"1081",38,7,2,3,2,7,5,1,999,2,1,92.893,-46.2,1.281,5099.1,0
"1082",38,10,3,1,1,2,5,2,999,0,2,93.444,-36.1,4.964,5228.1,0
"1083",38,12,2,3,1,2,3,10,999,0,2,93.444,-36.1,4.962,5228.1,0
"1084",53,2,2,3,1,4,4,7,999,0,2,93.918,-42.7,4.961,5228.1,0
"1085",26,11,3,3,2,7,4,3,999,0,2,93.994,-36.4,4.857,5191,0
"1086",27,2,2,2,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
"1087",38,1,3,1,1,5,4,1,999,0,2,92.963,-40.8,1.099,5076.2,0
"1088",41,8,2,3,2,7,2,2,999,0,2,93.994,-36.4,4.857,5191,1
"1089",39,7,1,1,1,10,4,1,3,1,3,92.379,-29.8,0.788,5017.5,1
"1090",48,1,1,1,2,4,2,2,999,0,2,93.918,-42.7,4.96,5228.1,0
"1091",32,2,2,3,2,5,1,6,999,0,2,94.465,-41.8,4.959,5228.1,0
"1092",35,2,2,1,2,7,5,1,999,0,2,93.994,-36.4,4.857,5191,0
"1093",51,2,2,3,1,2,4,1,999,0,2,93.444,-36.1,4.966,5228.1,0
"1094",35,1,3,3,1,7,2,5,999,0,2,92.893,-46.2,1.299,5099.1,0
"1095",60,2,2,3,1,1,2,4,999,0,2,93.075,-47.1,1.405,5099.1,0
"1096",28,1,3,1,1,4,1,2,999,0,2,93.918,-42.7,4.963,5228.1,0
"1097",52,5,2,3,1,2,4,1,10,4,1,92.201,-31.4,0.883,5076.2,1
"1098",35,2,2,1,2,5,4,2,999,0,2,94.465,-41.8,4.864,5228.1,0
"1099",27,1,3,1,1,7,4,1,3,1,3,92.893,-46.2,1.266,5099.1,0
"1100",34,10,2,1,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
"1101",36,2,2,1,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
"1102",28,2,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
"1103",32,1,2,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
"1104",49,2,1,1,1,4,2,3,999,0,2,93.918,-42.7,4.962,5228.1,1
"1105",55,1,2,3,1,8,3,2,999,0,2,93.2,-42,4.076,5195.8,0
"1106",50,10,2,3,1,3,2,1,999,1,1,92.713,-33,0.717,5023.5,1
"1107",37,1,3,1,1,7,5,4,999,0,2,92.893,-46.2,1.334,5099.1,0
"1108",35,2,1,2,2,5,2,3,999,0,2,94.465,-41.8,4.96,5228.1,0
"1109",58,12,2,3,1,3,3,1,999,1,1,92.713,-33,0.72,5023.5,1
"1110",32,3,2,1,1,2,2,5,999,0,2,93.444,-36.1,4.965,5228.1,0
"1111",35,6,3,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
"1112",35,10,3,3,1,7,2,4,999,0,2,92.893,-46.2,1.244,5099.1,0
"1113",26,1,3,1,1,7,3,3,999,0,2,92.893,-46.2,1.266,5099.1,0
"1114",47,2,2,3,1,1,4,4,999,1,1,93.075,-47.1,1.423,5099.1,0
"1115",29,2,3,1,1,7,5,1,999,0,2,92.893,-46.2,1.281,5099.1,0
"1116",37,3,3,3,1,7,4,1,2,1,3,92.893,-46.2,1.266,5099.1,0
"1117",32,10,3,1,2,4,5,11,999,0,2,93.918,-42.7,4.963,5228.1,0
"1118",46,8,2,3,1,4,2,2,999,0,2,93.918,-42.7,4.96,5228.1,0
"1119",36,8,2,1,2,7,5,5,999,0,2,93.994,-36.4,4.859,5191,0
"1120",35,1,2,1,1,5,3,4,999,0,2,92.963,-40.8,1.26,5076.2,1
"1121",31,7,2,3,1,4,4,2,999,0,2,93.918,-42.7,4.962,5228.1,0
"1122",29,1,3,1,1,2,2,2,999,0,2,93.444,-36.1,4.965,5228.1,1
"1123",46,4,2,1,1,4,1,2,999,0,2,93.918,-42.7,4.963,5228.1,0
"1124",85,4,1,3,2,9,1,2,999,0,2,92.431,-26.9,0.739,5017.5,0
"1125",29,10,3,1,1,7,3,1,999,0,2,92.893,-46.2,1.266,5099.1,0
"1126",31,5,3,3,1,7,3,2,999,0,2,92.893,-46.2,1.266,5099.1,0
"1127",34,2,2,3,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
"1128",29,10,3,3,1,8,1,1,999,0,2,93.2,-42,4.021,5195.8,0
"1129",46,1,3,3,1,4,4,7,999,0,2,93.918,-42.7,4.961,5228.1,0
"1130",29,2,1,1,1,7,1,1,999,0,2,92.893,-46.2,1.25,5099.1,1
"1131",54,2,3,1,2,7,3,3,999,0,2,93.994,-36.4,4.86,5191,0
"1132",26,5,3,3,1,8,2,5,999,0,2,94.767,-50.8,1.039,4963.6,0
"1133",27,1,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.266,5099.1,0
"1134",57,5,2,3,1,7,1,5,999,1,1,92.893,-46.2,1.25,5099.1,0
"1135",32,10,3,3,1,2,5,5,999,0,2,93.444,-36.1,4.965,5228.1,0
"1136",35,8,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
"1137",32,2,3,2,1,8,5,2,999,0,2,93.2,-42,4.12,5195.8,0
"1138",59,6,2,1,1,4,2,4,999,0,2,93.918,-42.7,4.962,5228.1,0
"1139",29,2,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
"1140",37,1,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
"1141",40,1,2,1,2,5,4,5,999,0,2,94.465,-41.8,4.961,5228.1,0
"1142",55,1,2,3,1,2,4,1,999,0,2,93.444,-36.1,4.968,5228.1,0
"1143",33,4,3,3,1,2,5,3,999,0,2,93.444,-36.1,4.967,5228.1,0
"1144",36,1,3,1,1,1,1,3,999,0,2,93.075,-47.1,1.405,5099.1,0
"1145",59,1,2,1,2,5,2,4,999,0,2,94.465,-41.8,4.96,5228.1,0
"1146",34,2,3,1,1,7,3,3,999,0,2,92.893,-46.2,1.266,5099.1,0
"1147",30,7,2,1,1,7,4,2,999,1,1,92.893,-46.2,1.291,5099.1,0
"1148",29,1,2,1,1,4,3,7,999,0,2,93.918,-42.7,4.958,5228.1,0
"1149",34,2,3,1,1,7,2,2,999,1,1,92.893,-46.2,1.299,5099.1,0
"1150",47,2,3,3,2,7,5,1,999,0,2,93.994,-36.4,4.856,5191,0
"1151",41,3,2,3,2,4,1,2,999,0,2,93.918,-42.7,4.959,5228.1,0
"1152",30,1,3,3,1,5,5,1,999,0,2,92.963,-40.8,1.26,5076.2,0
"1153",33,1,2,3,1,2,4,1,999,0,2,93.444,-36.1,4.963,5228.1,0
"1154",33,11,3,1,1,4,4,6,999,0,2,93.918,-42.7,4.961,5228.1,0
"1155",33,8,2,2,1,7,1,1,999,1,1,92.893,-46.2,1.25,5099.1,0
"1156",59,6,2,3,1,2,3,1,999,0,2,93.444,-36.1,4.964,5228.1,0
"1157",29,8,2,3,2,7,5,3,999,0,2,93.994,-36.4,4.857,5191,0
"1158",36,1,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
"1159",41,1,3,3,1,1,1,2,999,0,2,93.075,-47.1,1.405,5099.1,0
"1160",55,10,2,1,2,5,2,1,999,0,2,94.465,-41.8,4.865,5228.1,0
"1161",39,3,2,3,1,8,3,2,999,0,2,93.2,-42,4.076,5195.8,0
"1162",48,8,2,1,1,4,5,6,999,0,2,93.918,-42.7,4.963,5228.1,0
"1163",56,1,2,3,1,4,1,5,999,0,2,93.918,-42.7,4.957,5228.1,0
"1164",63,10,2,3,1,2,4,1,999,0,2,92.201,-31.4,0.838,5076.2,0
"1165",50,7,2,1,1,7,3,1,999,0,2,92.893,-46.2,1.266,5099.1,0
"1166",42,2,2,3,2,7,2,3,999,0,2,93.994,-36.4,4.857,5191,0
"1167",43,11,2,1,2,5,2,1,999,0,2,94.465,-41.8,4.865,5228.1,0
"1168",32,1,2,3,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
"1169",28,2,3,1,1,1,2,1,999,0,2,93.075,-47.1,1.392,5099.1,0
"1170",26,2,2,3,1,7,3,2,999,0,2,92.893,-46.2,1.266,5099.1,0
"1171",24,1,3,3,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
"1172",38,2,1,1,2,5,1,1,999,0,2,94.465,-41.8,4.967,5228.1,0
"1173",30,8,2,3,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
"1174",29,2,3,3,1,7,1,9,999,1,1,92.893,-46.2,1.25,5099.1,0
"1175",56,5,2,1,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
"1176",36,2,3,3,2,5,3,3,999,0,2,94.465,-41.8,4.955,5228.1,1
"1177",33,1,2,3,1,4,4,4,999,0,2,93.918,-42.7,4.961,5228.1,0
"1178",47,8,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.856,5191,0
"1179",50,4,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
"1180",41,8,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
"1181",54,3,1,1,1,1,3,2,999,1,1,93.075,-47.1,1.41,5099.1,0
"1182",32,2,2,2,2,1,1,3,999,0,2,93.075,-47.1,1.479,5099.1,0
"1183",38,1,3,1,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
"1184",34,5,3,3,1,8,5,2,6,1,3,93.2,-42,4.12,5195.8,0
"1185",34,2,2,1,1,7,4,3,999,0,2,92.893,-46.2,1.291,5099.1,0
"1186",55,1,2,3,1,8,3,3,999,0,2,93.2,-42,4.076,5195.8,0
"1187",31,7,2,1,1,2,4,2,999,0,2,93.444,-36.1,4.966,5228.1,0
"1188",43,10,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
"1189",59,11,2,3,1,4,3,9,999,0,2,93.918,-42.7,4.962,5228.1,1
"1190",53,10,2,2,1,1,3,2,999,2,1,93.749,-34.6,0.64,5008.7,1
"1191",56,11,2,1,1,10,1,1,999,2,1,92.379,-29.8,0.762,5017.5,0
"1192",32,3,2,3,2,4,4,1,999,0,2,93.918,-42.7,4.962,5228.1,0
"1193",36,2,2,3,1,4,3,3,999,0,2,93.918,-42.7,4.958,5228.1,0
"1194",42,2,2,1,2,7,5,5,999,0,2,93.994,-36.4,4.857,5191,0
"1195",29,1,2,3,1,2,2,2,999,0,2,93.444,-36.1,4.965,5228.1,0
"1196",33,8,2,1,1,8,3,6,999,0,2,93.2,-42,4.076,5195.8,0
"1197",56,10,2,1,2,5,1,2,999,0,2,94.465,-41.8,4.967,5228.1,0
"1198",31,3,1,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
"1199",34,5,2,3,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
"1200",33,2,2,3,2,5,1,7,999,0,2,94.465,-41.8,4.959,5228.1,0
"1201",23,4,3,1,1,7,3,6,999,0,2,92.893,-46.2,1.266,5099.1,0
"1202",26,8,3,3,2,4,1,3,999,0,2,93.918,-42.7,4.957,5228.1,0
"1203",55,5,2,1,1,2,2,6,999,0,2,93.444,-36.1,4.965,5228.1,0
"1204",47,8,1,3,2,5,1,6,999,0,2,94.465,-41.8,4.959,5228.1,0
"1205",36,2,2,3,2,5,1,5,999,0,2,94.465,-41.8,4.959,5228.1,0
"1206",33,2,2,3,2,7,3,2,999,0,2,93.994,-36.4,4.855,5191,0
"1207",60,6,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.857,5191,0
"1208",49,3,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.864,5191,0
"1209",35,1,2,2,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
"1210",47,1,1,1,1,4,2,1,999,0,2,93.918,-42.7,4.96,5228.1,0
"1211",30,2,3,1,2,7,5,1,999,0,2,93.994,-36.4,4.857,5191,0
"1212",27,2,3,1,2,5,3,2,999,0,2,94.465,-41.8,4.866,5228.1,0
"1213",36,1,3,1,1,4,4,1,999,0,2,93.918,-42.7,4.961,5228.1,0
"1214",46,8,1,1,1,7,2,3,999,0,2,92.893,-46.2,1.299,5099.1,0
"1215",30,3,1,1,1,7,3,1,999,1,1,92.893,-46.2,1.327,5099.1,0
"1216",88,6,1,3,1,6,5,2,999,0,2,92.843,-50,1.663,5099.1,0
"1217",45,8,1,1,2,7,2,12,999,0,2,93.994,-36.4,4.857,5191,0
"1218",30,1,2,3,1,1,3,6,999,0,2,93.075,-47.1,1.483,5099.1,0
"1219",43,10,3,3,2,5,1,2,999,0,2,94.465,-41.8,4.967,5228.1,0
"1220",48,6,2,3,2,4,2,17,999,0,2,93.918,-42.7,4.962,5228.1,0
"1221",56,11,1,3,2,7,1,1,999,0,2,93.994,-36.4,4.857,5191,0
"1222",42,10,3,3,2,7,5,1,999,0,2,93.994,-36.4,4.857,5191,0
"1223",30,10,3,3,1,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
"1224",56,4,1,3,2,5,4,5,999,0,2,94.465,-41.8,4.961,5228.1,0
"1225",35,10,2,2,1,2,1,2,999,0,2,93.444,-36.1,4.963,5228.1,0
"1226",39,8,3,1,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
"1227",49,11,2,3,2,7,2,1,999,0,2,92.893,-46.2,1.354,5099.1,0
"1228",30,1,2,3,1,7,1,2,999,1,1,92.893,-46.2,1.313,5099.1,0
"1229",39,1,2,1,2,5,4,9,999,0,2,94.465,-41.8,4.961,5228.1,0
"1230",32,10,3,3,2,4,3,2,999,0,2,93.918,-42.7,4.962,5228.1,0
"1231",59,1,1,1,1,4,2,3,999,0,2,93.918,-42.7,4.962,5228.1,1
"1232",38,10,2,2,1,2,4,1,999,0,2,93.444,-36.1,4.966,5228.1,0
"1233",49,10,2,3,1,4,1,1,999,0,2,93.918,-42.7,4.957,5228.1,0
"1234",28,1,2,2,1,4,4,3,999,0,2,93.918,-42.7,4.961,5228.1,0
"1235",39,10,2,3,1,7,4,4,3,1,3,92.893,-46.2,1.291,5099.1,0
"1236",37,2,2,2,1,9,1,1,999,0,2,92.431,-26.9,0.73,5017.5,0
