age,job,marital,housing,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
28,3,2,1,1,7,1,5,999,0,2,92.893,-46.2,1.25,5099.1,0
50,7,2,2,2,7,5,3,999,0,2,93.994,-36.4,4.856,5191,0
29,1,2,3,2,5,5,3,999,0,2,94.465,-41.8,4.958,5228.1,0
38,2,2,1,2,7,2,3,999,0,2,93.994,-36.4,4.857,5191,0
18,9,3,3,2,2,5,1,999,0,2,94.027,-38.3,0.9,4991.6,0
31,11,2,3,2,7,5,1,999,0,2,92.893,-46.2,1.281,5099.1,0
34,2,2,3,1,4,5,5,999,0,2,93.918,-42.7,4.963,5228.1,0
38,1,2,3,2,5,4,9,999,0,2,94.465,-41.8,4.961,5228.1,0
57,1,3,3,2,7,2,5,12,1,3,92.893,-46.2,1.244,5099.1,0
35,10,1,3,2,7,5,1,999,0,2,93.994,-36.4,4.856,5191,0
77,6,1,1,1,2,2,1,999,0,2,94.027,-38.3,0.898,4991.6,0
29,2,3,3,1,4,4,1,999,0,2,93.918,-42.7,4.961,5228.1,0
46,5,2,1,1,4,1,2,999,0,2,93.918,-42.7,4.962,5228.1,0
21,9,3,3,1,5,5,2,999,0,2,94.055,-39.8,0.767,4991.6,1
43,5,2,1,1,2,2,1,999,0,2,92.201,-31.4,0.861,5076.2,0
43,1,2,1,1,4,3,2,999,0,2,93.918,-42.7,4.958,5228.1,0
31,10,2,1,1,9,4,2,12,3,1,94.601,-49.5,0.982,4963.6,0
39,9,3,3,2,5,4,1,999,0,2,94.465,-41.8,4.961,5228.1,0
44,10,3,1,1,4,1,2,999,0,2,93.918,-42.7,4.963,5228.1,0
32,8,3,3,1,7,5,1,999,1,1,92.893,-46.2,1.281,5099.1,0
43,7,3,1,1,7,5,1,999,1,1,92.893,-46.2,1.281,5099.1,0
48,8,2,1,2,10,4,1,999,0,2,94.199,-37.5,0.881,4963.6,0
28,2,3,1,2,7,1,1,999,0,2,93.994,-36.4,4.855,5191,0
36,2,2,3,1,7,5,1,999,1,1,92.893,-46.2,1.281,5099.1,0
52,7,1,3,1,8,3,5,999,1,1,93.2,-42,4.076,5195.8,0
34,8,3,3,1,7,3,3,999,1,1,92.893,-46.2,1.327,5099.1,0
37,1,2,3,2,7,2,4,999,0,2,93.994,-36.4,4.857,5191,0
25,1,3,1,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
48,10,1,1,1,2,4,1,999,0,2,93.444,-36.1,4.968,5228.1,0
36,7,3,3,2,7,2,4,999,0,2,93.994,-36.4,4.857,5191,0
27,10,3,1,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
34,2,2,3,1,1,2,2,999,0,2,93.075,-47.1,1.405,5099.1,0
42,8,2,3,2,1,1,1,999,1,1,93.075,-47.1,1.405,5099.1,0
37,2,2,3,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
41,2,2,1,2,5,3,2,999,0,2,94.465,-41.8,4.866,5228.1,0
51,2,2,3,1,8,4,1,999,0,2,93.2,-42,4.153,5195.8,0
27,1,2,1,1,4,3,3,999,0,2,93.918,-42.7,4.968,5228.1,0
35,1,3,3,1,4,1,1,999,0,2,93.918,-42.7,4.957,5228.1,0
31,8,1,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
31,2,3,3,2,10,2,1,999,0,2,94.199,-37.5,0.879,4963.6,0
31,2,2,1,2,4,4,6,999,0,2,93.918,-42.7,4.961,5228.1,0
64,12,2,3,2,2,1,4,999,0,2,94.027,-38.3,0.905,4991.6,1
33,5,2,3,1,7,4,6,999,0,2,92.893,-46.2,1.344,5099.1,0
41,2,2,3,1,1,1,2,999,1,1,93.075,-47.1,1.405,5099.1,0
34,1,3,1,2,5,4,1,999,0,2,94.465,-41.8,4.961,5228.1,0
41,1,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
36,2,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
59,6,2,3,2,5,5,8,999,0,2,94.465,-41.8,4.959,5228.1,0
56,5,2,3,2,5,4,3,999,0,2,94.465,-41.8,4.864,5228.1,1
59,6,2,1,2,7,3,3,999,0,2,93.994,-36.4,4.86,5191,0
32,1,3,2,1,8,1,1,999,0,2,93.2,-42,4.021,5195.8,0
40,10,2,3,2,7,4,3,999,0,2,93.994,-36.4,4.857,5191,0
38,1,2,3,1,8,4,1,3,3,3,92.649,-30.1,0.715,5017.5,1
34,1,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
41,12,2,1,1,2,2,2,999,0,2,93.444,-36.1,4.97,5228.1,0
33,1,3,1,1,4,2,1,999,0,2,93.918,-42.7,4.96,5228.1,0
31,10,3,3,1,2,5,2,999,0,2,93.444,-36.1,4.967,5228.1,0
29,2,1,3,1,7,5,4,999,1,1,92.893,-46.2,1.281,5099.1,0
38,1,3,3,2,5,5,5,999,0,2,94.465,-41.8,4.962,5228.1,0
24,1,3,3,1,6,5,1,999,0,2,92.843,-50,1.602,5099.1,1
34,1,3,1,1,7,3,11,999,0,2,92.893,-46.2,1.327,5099.1,0
27,1,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.266,5099.1,0
32,2,2,1,1,7,1,1,999,1,1,92.893,-46.2,1.313,5099.1,0
49,1,2,3,1,4,1,2,999,0,2,93.918,-42.7,4.963,5228.1,0
36,10,1,1,2,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
46,2,3,3,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
47,8,1,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
37,8,2,3,2,7,3,3,999,0,2,93.994,-36.4,4.86,5191,0
31,8,2,2,1,7,3,2,999,1,1,92.893,-46.2,1.327,5099.1,0
36,10,2,3,2,7,4,4,999,0,2,93.994,-36.4,4.856,5191,0
30,10,3,3,1,10,1,2,15,4,1,94.199,-37.5,0.879,4963.6,1
32,3,2,3,1,8,5,1,999,1,1,93.2,-42,4.12,5195.8,0
54,5,2,3,1,5,5,1,999,0,2,92.963,-40.8,1.26,5076.2,0
51,2,2,1,2,7,1,1,999,0,2,93.994,-36.4,4.855,5191,1
28,10,1,3,1,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
54,5,2,1,1,7,2,1,999,1,1,92.893,-46.2,1.264,5099.1,1
31,1,2,3,2,7,4,13,999,0,2,93.994,-36.4,4.856,5191,0
57,1,2,1,1,7,1,1,999,1,1,92.893,-46.2,1.259,5099.1,0
49,11,2,1,1,5,1,1,999,0,2,92.963,-40.8,1.268,5076.2,0
45,2,2,3,2,7,5,3,999,0,2,93.994,-36.4,4.857,5191,0
33,5,2,3,1,1,4,8,999,0,2,93.075,-47.1,1.423,5099.1,0
53,8,2,1,1,7,1,1,999,1,1,92.893,-46.2,1.25,5099.1,0
26,9,3,3,1,6,2,2,999,0,2,92.843,-50,1.811,5099.1,1
31,10,2,1,1,2,3,2,999,0,2,93.444,-36.1,4.964,5228.1,0
32,2,2,3,2,7,4,3,999,0,2,93.994,-36.4,4.856,5191,0
29,10,2,1,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
31,10,3,1,1,2,4,1,999,0,2,93.444,-36.1,4.966,5228.1,0
29,9,3,1,2,7,2,4,999,0,2,92.893,-46.2,1.299,5099.1,0
49,2,2,1,2,7,5,3,999,0,2,93.994,-36.4,4.857,5191,0
26,1,3,3,1,7,4,7,999,0,2,92.893,-46.2,1.291,5099.1,0
43,2,2,1,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
56,6,2,3,2,7,5,4,999,0,2,93.994,-36.4,4.856,5191,0
29,1,3,3,1,2,3,3,999,0,2,93.444,-36.1,4.968,5228.1,0
31,10,2,3,1,8,5,5,999,1,1,93.2,-42,4.12,5195.8,0
50,2,2,3,1,4,4,3,999,0,2,93.918,-42.7,4.961,5228.1,0
37,10,2,3,2,4,4,6,999,0,2,93.918,-42.7,4.955,5228.1,0
42,2,2,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
30,8,2,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
25,2,2,3,1,4,3,3,999,0,2,93.918,-42.7,4.958,5228.1,0
35,7,3,1,1,8,5,1,3,1,3,93.2,-42,4.12,5195.8,0
37,3,2,1,1,8,3,1,999,1,1,93.2,-42,4.076,5195.8,0
30,3,2,3,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
33,2,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.855,5191,1
36,10,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
46,8,2,1,2,7,4,3,999,0,2,93.994,-36.4,4.857,5191,0
51,11,2,1,1,5,3,2,999,1,1,92.963,-40.8,1.26,5076.2,1
33,10,3,3,1,2,4,2,999,0,2,93.444,-36.1,4.966,5228.1,1
26,3,2,1,2,7,1,3,999,0,2,93.994,-36.4,4.855,5191,0
40,2,1,1,2,7,3,6,999,0,2,93.994,-36.4,4.86,5191,0
25,2,3,1,1,7,1,3,999,0,2,92.893,-46.2,1.25,5099.1,1
38,5,2,1,2,7,1,1,999,0,2,93.994,-36.4,4.855,5191,1
54,1,3,1,1,7,2,1,999,0,2,92.893,-46.2,1.264,5099.1,1
50,1,2,3,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
36,5,2,3,1,7,2,6,999,0,2,92.893,-46.2,1.354,5099.1,0
43,1,3,3,1,2,1,2,999,0,2,93.444,-36.1,4.963,5228.1,0
57,5,1,1,1,1,2,2,999,0,2,93.075,-47.1,1.405,5099.1,0
38,2,2,1,1,7,5,1,999,1,1,92.893,-46.2,1.334,5099.1,0
27,1,3,3,2,7,1,2,999,0,2,93.994,-36.4,4.855,5191,0
35,5,2,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
28,10,3,3,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
57,1,2,3,1,2,1,1,999,0,2,93.444,-36.1,4.966,5228.1,0
40,2,2,1,1,8,3,5,999,0,2,93.2,-42,4.076,5195.8,0
43,2,2,1,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
34,10,1,3,1,1,1,1,999,1,1,93.075,-47.1,1.405,5099.1,0
67,6,2,1,1,9,3,2,999,0,2,92.431,-26.9,0.722,5017.5,0
48,1,1,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
35,1,3,3,1,7,4,4,999,1,1,92.893,-46.2,1.291,5099.1,0
27,1,3,1,1,7,2,1,1,1,3,92.893,-46.2,1.299,5099.1,0
25,1,3,3,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
42,10,2,3,1,7,3,2,999,0,2,92.893,-46.2,1.266,5099.1,0
47,1,1,3,2,7,2,2,999,0,2,93.994,-36.4,4.857,5191,0
49,3,2,3,1,8,1,2,999,0,2,93.2,-42,4.021,5195.8,0
36,1,3,3,1,7,4,1,999,0,2,92.893,-46.2,1.291,5099.1,1
35,10,2,1,2,5,2,3,999,0,2,94.465,-41.8,4.865,5228.1,0
29,2,2,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
45,10,2,1,2,5,1,3,999,0,2,94.465,-41.8,4.967,5228.1,0
53,2,2,3,2,7,1,1,999,0,2,93.994,-36.4,4.859,5191,0
41,1,2,1,1,2,2,3,999,0,2,93.444,-36.1,4.965,5228.1,0
50,5,2,1,2,5,2,17,999,0,2,94.465,-41.8,4.961,5228.1,0
31,5,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.858,5191,0
46,8,2,1,1,7,5,3,999,0,2,92.893,-46.2,1.334,5099.1,0
36,2,2,1,2,7,5,4,999,0,2,93.994,-36.4,4.858,5191,0
43,2,3,1,2,5,3,1,999,0,2,94.465,-41.8,4.866,5228.1,0
48,3,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
31,8,2,2,1,7,3,2,999,1,1,92.893,-46.2,1.327,5099.1,0
21,8,3,3,1,1,3,2,999,0,2,93.075,-47.1,1.435,5099.1,0
56,8,2,1,1,7,1,1,999,0,2,92.893,-46.2,1.25,5099.1,0
54,5,2,1,2,5,5,3,999,0,2,94.465,-41.8,4.962,5228.1,0
44,8,2,1,1,8,4,2,999,0,2,93.2,-42,4.153,5195.8,0
31,11,2,1,1,2,4,1,999,0,2,93.444,-36.1,4.963,5228.1,0
50,1,2,1,1,2,4,2,999,1,1,92.201,-31.4,0.859,5076.2,1
48,1,2,3,1,2,5,1,0,3,3,94.027,-38.3,0.9,4991.6,1
26,7,3,3,1,5,5,2,999,0,2,92.963,-40.8,1.244,5076.2,0
37,8,3,3,2,7,1,2,999,0,2,93.994,-36.4,4.859,5191,0
37,11,4,1,1,5,4,1,999,0,2,92.963,-40.8,1.262,5076.2,0
50,8,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
47,1,2,3,1,2,4,5,999,0,2,93.444,-36.1,4.965,5228.1,0
41,2,3,1,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
32,2,3,3,2,5,2,17,999,0,2,94.465,-41.8,4.961,5228.1,0
38,8,2,1,2,5,1,2,999,0,2,92.963,-40.8,1.224,5076.2,0
48,10,2,1,1,4,4,1,999,1,1,94.215,-40.3,0.876,4991.6,0
46,2,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
48,7,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
38,12,1,3,2,7,5,3,999,0,2,93.994,-36.4,4.857,5191,0
38,1,2,3,1,2,4,2,999,0,2,93.444,-36.1,4.965,5228.1,0
55,6,2,1,1,4,4,4,999,0,2,93.918,-42.7,4.961,5228.1,0
27,1,2,3,1,4,2,3,999,0,2,93.918,-42.7,4.962,5228.1,0
28,8,2,3,1,8,5,3,999,2,1,94.767,-50.8,1.048,4963.6,0
29,2,3,1,2,5,2,1,999,0,2,94.465,-41.8,4.961,5228.1,0
47,8,1,1,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
34,9,3,3,2,7,3,3,999,0,2,93.994,-36.4,4.86,5191,0
51,8,1,1,1,7,4,2,999,1,1,92.893,-46.2,1.344,5099.1,0
40,1,1,3,1,2,5,1,999,0,2,93.444,-36.1,4.967,5228.1,0
38,1,2,3,2,5,2,1,999,0,2,94.465,-41.8,4.865,5228.1,0
42,2,2,1,1,7,2,1,999,0,2,92.893,-46.2,1.299,5099.1,0
30,11,3,3,1,4,5,3,999,0,2,93.918,-42.7,4.963,5228.1,0
36,8,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
33,1,3,1,2,5,5,1,999,0,2,94.465,-41.8,4.962,5228.1,0
47,5,2,1,1,1,2,3,999,0,2,93.075,-47.1,1.405,5099.1,0
33,1,2,3,1,10,3,2,999,0,2,94.199,-37.5,0.878,4963.6,1
30,8,3,3,1,4,5,3,999,0,2,93.918,-42.7,4.963,5228.1,0
54,1,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.858,5191,0
47,1,2,1,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
32,10,3,3,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
32,2,2,3,1,7,1,2,999,0,2,92.893,-46.2,1.313,5099.1,0
38,7,2,3,2,7,5,1,999,2,1,92.893,-46.2,1.281,5099.1,0
38,10,3,1,1,2,5,2,999,0,2,93.444,-36.1,4.964,5228.1,0
38,12,2,3,1,2,3,10,999,0,2,93.444,-36.1,4.962,5228.1,0
53,2,2,3,1,4,4,7,999,0,2,93.918,-42.7,4.961,5228.1,0
26,11,3,3,2,7,4,3,999,0,2,93.994,-36.4,4.857,5191,0
27,2,2,2,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
38,1,3,1,1,5,4,1,999,0,2,92.963,-40.8,1.099,5076.2,0
41,8,2,3,2,7,2,2,999,0,2,93.994,-36.4,4.857,5191,1
39,7,1,1,1,10,4,1,3,1,3,92.379,-29.8,0.788,5017.5,1
48,1,1,1,2,4,2,2,999,0,2,93.918,-42.7,4.96,5228.1,0
32,2,2,3,2,5,1,6,999,0,2,94.465,-41.8,4.959,5228.1,0
35,2,2,1,2,7,5,1,999,0,2,93.994,-36.4,4.857,5191,0
51,2,2,3,1,2,4,1,999,0,2,93.444,-36.1,4.966,5228.1,0
35,1,3,3,1,7,2,5,999,0,2,92.893,-46.2,1.299,5099.1,0
60,2,2,3,1,1,2,4,999,0,2,93.075,-47.1,1.405,5099.1,0
28,1,3,1,1,4,1,2,999,0,2,93.918,-42.7,4.963,5228.1,0
52,5,2,3,1,2,4,1,10,4,1,92.201,-31.4,0.883,5076.2,1
35,2,2,1,2,5,4,2,999,0,2,94.465,-41.8,4.864,5228.1,0
27,1,3,1,1,7,4,1,3,1,3,92.893,-46.2,1.266,5099.1,0
34,10,2,1,1,4,3,1,999,0,2,93.918,-42.7,4.963,5228.1,0
36,2,2,1,1,8,5,1,999,0,2,93.2,-42,4.12,5195.8,0
28,2,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
32,1,2,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
49,2,1,1,1,4,2,3,999,0,2,93.918,-42.7,4.962,5228.1,1
55,1,2,3,1,8,3,2,999,0,2,93.2,-42,4.076,5195.8,0
50,10,2,3,1,3,2,1,999,1,1,92.713,-33,0.717,5023.5,1
37,1,3,1,1,7,5,4,999,0,2,92.893,-46.2,1.334,5099.1,0
35,2,1,2,2,5,2,3,999,0,2,94.465,-41.8,4.96,5228.1,0
58,12,2,3,1,3,3,1,999,1,1,92.713,-33,0.72,5023.5,1
32,3,2,1,1,2,2,5,999,0,2,93.444,-36.1,4.965,5228.1,0
35,6,3,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
35,10,3,3,1,7,2,4,999,0,2,92.893,-46.2,1.244,5099.1,0
26,1,3,1,1,7,3,3,999,0,2,92.893,-46.2,1.266,5099.1,0
47,2,2,3,1,1,4,4,999,1,1,93.075,-47.1,1.423,5099.1,0
29,2,3,1,1,7,5,1,999,0,2,92.893,-46.2,1.281,5099.1,0
37,3,3,3,1,7,4,1,2,1,3,92.893,-46.2,1.266,5099.1,0
32,10,3,1,2,4,5,11,999,0,2,93.918,-42.7,4.963,5228.1,0
46,8,2,3,1,4,2,2,999,0,2,93.918,-42.7,4.96,5228.1,0
36,8,2,1,2,7,5,5,999,0,2,93.994,-36.4,4.859,5191,0
35,1,2,1,1,5,3,4,999,0,2,92.963,-40.8,1.26,5076.2,1
31,7,2,3,1,4,4,2,999,0,2,93.918,-42.7,4.962,5228.1,0
29,1,3,1,1,2,2,2,999,0,2,93.444,-36.1,4.965,5228.1,1
46,4,2,1,1,4,1,2,999,0,2,93.918,-42.7,4.963,5228.1,0
85,4,1,3,2,9,1,2,999,0,2,92.431,-26.9,0.739,5017.5,0
29,10,3,1,1,7,3,1,999,0,2,92.893,-46.2,1.266,5099.1,0
31,5,3,3,1,7,3,2,999,0,2,92.893,-46.2,1.266,5099.1,0
34,2,2,3,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
29,10,3,3,1,8,1,1,999,0,2,93.2,-42,4.021,5195.8,0
46,1,3,3,1,4,4,7,999,0,2,93.918,-42.7,4.961,5228.1,0
29,2,1,1,1,7,1,1,999,0,2,92.893,-46.2,1.25,5099.1,1
54,2,3,1,2,7,3,3,999,0,2,93.994,-36.4,4.86,5191,0
26,5,3,3,1,8,2,5,999,0,2,94.767,-50.8,1.039,4963.6,0
27,1,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.266,5099.1,0
57,5,2,3,1,7,1,5,999,1,1,92.893,-46.2,1.25,5099.1,0
32,10,3,3,1,2,5,5,999,0,2,93.444,-36.1,4.965,5228.1,0
35,8,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
32,2,3,2,1,8,5,2,999,0,2,93.2,-42,4.12,5195.8,0
59,6,2,1,1,4,2,4,999,0,2,93.918,-42.7,4.962,5228.1,0
29,2,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
37,1,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
40,1,2,1,2,5,4,5,999,0,2,94.465,-41.8,4.961,5228.1,0
55,1,2,3,1,2,4,1,999,0,2,93.444,-36.1,4.968,5228.1,0
33,4,3,3,1,2,5,3,999,0,2,93.444,-36.1,4.967,5228.1,0
36,1,3,1,1,1,1,3,999,0,2,93.075,-47.1,1.405,5099.1,0
59,1,2,1,2,5,2,4,999,0,2,94.465,-41.8,4.96,5228.1,0
34,2,3,1,1,7,3,3,999,0,2,92.893,-46.2,1.266,5099.1,0
30,7,2,1,1,7,4,2,999,1,1,92.893,-46.2,1.291,5099.1,0
29,1,2,1,1,4,3,7,999,0,2,93.918,-42.7,4.958,5228.1,0
34,2,3,1,1,7,2,2,999,1,1,92.893,-46.2,1.299,5099.1,0
47,2,3,3,2,7,5,1,999,0,2,93.994,-36.4,4.856,5191,0
41,3,2,3,2,4,1,2,999,0,2,93.918,-42.7,4.959,5228.1,0
30,1,3,3,1,5,5,1,999,0,2,92.963,-40.8,1.26,5076.2,0
33,1,2,3,1,2,4,1,999,0,2,93.444,-36.1,4.963,5228.1,0
33,11,3,1,1,4,4,6,999,0,2,93.918,-42.7,4.961,5228.1,0
33,8,2,2,1,7,1,1,999,1,1,92.893,-46.2,1.25,5099.1,0
59,6,2,3,1,2,3,1,999,0,2,93.444,-36.1,4.964,5228.1,0
29,8,2,3,2,7,5,3,999,0,2,93.994,-36.4,4.857,5191,0
36,1,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
41,1,3,3,1,1,1,2,999,0,2,93.075,-47.1,1.405,5099.1,0
55,10,2,1,2,5,2,1,999,0,2,94.465,-41.8,4.865,5228.1,0
39,3,2,3,1,8,3,2,999,0,2,93.2,-42,4.076,5195.8,0
48,8,2,1,1,4,5,6,999,0,2,93.918,-42.7,4.963,5228.1,0
56,1,2,3,1,4,1,5,999,0,2,93.918,-42.7,4.957,5228.1,0
63,10,2,3,1,2,4,1,999,0,2,92.201,-31.4,0.838,5076.2,0
50,7,2,1,1,7,3,1,999,0,2,92.893,-46.2,1.266,5099.1,0
42,2,2,3,2,7,2,3,999,0,2,93.994,-36.4,4.857,5191,0
43,11,2,1,2,5,2,1,999,0,2,94.465,-41.8,4.865,5228.1,0
32,1,2,3,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
28,2,3,1,1,1,2,1,999,0,2,93.075,-47.1,1.392,5099.1,0
26,2,2,3,1,7,3,2,999,0,2,92.893,-46.2,1.266,5099.1,0
24,1,3,3,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
38,2,1,1,2,5,1,1,999,0,2,94.465,-41.8,4.967,5228.1,0
30,8,2,3,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
29,2,3,3,1,7,1,9,999,1,1,92.893,-46.2,1.25,5099.1,0
56,5,2,1,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
36,2,3,3,2,5,3,3,999,0,2,94.465,-41.8,4.955,5228.1,1
33,1,2,3,1,4,4,4,999,0,2,93.918,-42.7,4.961,5228.1,0
47,8,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.856,5191,0
50,4,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
41,8,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
54,3,1,1,1,1,3,2,999,1,1,93.075,-47.1,1.41,5099.1,0
32,2,2,2,2,1,1,3,999,0,2,93.075,-47.1,1.479,5099.1,0
38,1,3,1,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
34,5,3,3,1,8,5,2,6,1,3,93.2,-42,4.12,5195.8,0
34,2,2,1,1,7,4,3,999,0,2,92.893,-46.2,1.291,5099.1,0
55,1,2,3,1,8,3,3,999,0,2,93.2,-42,4.076,5195.8,0
31,7,2,1,1,2,4,2,999,0,2,93.444,-36.1,4.966,5228.1,0
43,10,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
59,11,2,3,1,4,3,9,999,0,2,93.918,-42.7,4.962,5228.1,1
53,10,2,2,1,1,3,2,999,2,1,93.749,-34.6,0.64,5008.7,1
56,11,2,1,1,10,1,1,999,2,1,92.379,-29.8,0.762,5017.5,0
32,3,2,3,2,4,4,1,999,0,2,93.918,-42.7,4.962,5228.1,0
36,2,2,3,1,4,3,3,999,0,2,93.918,-42.7,4.958,5228.1,0
42,2,2,1,2,7,5,5,999,0,2,93.994,-36.4,4.857,5191,0
29,1,2,3,1,2,2,2,999,0,2,93.444,-36.1,4.965,5228.1,0
33,8,2,1,1,8,3,6,999,0,2,93.2,-42,4.076,5195.8,0
56,10,2,1,2,5,1,2,999,0,2,94.465,-41.8,4.967,5228.1,0
31,3,1,3,2,7,4,1,999,0,2,93.994,-36.4,4.857,5191,0
34,5,2,3,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
33,2,2,3,2,5,1,7,999,0,2,94.465,-41.8,4.959,5228.1,0
23,4,3,1,1,7,3,6,999,0,2,92.893,-46.2,1.266,5099.1,0
26,8,3,3,2,4,1,3,999,0,2,93.918,-42.7,4.957,5228.1,0
55,5,2,1,1,2,2,6,999,0,2,93.444,-36.1,4.965,5228.1,0
47,8,1,3,2,5,1,6,999,0,2,94.465,-41.8,4.959,5228.1,0
36,2,2,3,2,5,1,5,999,0,2,94.465,-41.8,4.959,5228.1,0
33,2,2,3,2,7,3,2,999,0,2,93.994,-36.4,4.855,5191,0
60,6,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.857,5191,0
49,3,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.864,5191,0
35,1,2,2,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
47,1,1,1,1,4,2,1,999,0,2,93.918,-42.7,4.96,5228.1,0
30,2,3,1,2,7,5,1,999,0,2,93.994,-36.4,4.857,5191,0
27,2,3,1,2,5,3,2,999,0,2,94.465,-41.8,4.866,5228.1,0
36,1,3,1,1,4,4,1,999,0,2,93.918,-42.7,4.961,5228.1,0
46,8,1,1,1,7,2,3,999,0,2,92.893,-46.2,1.299,5099.1,0
30,3,1,1,1,7,3,1,999,1,1,92.893,-46.2,1.327,5099.1,0
88,6,1,3,1,6,5,2,999,0,2,92.843,-50,1.663,5099.1,0
45,8,1,1,2,7,2,12,999,0,2,93.994,-36.4,4.857,5191,0
30,1,2,3,1,1,3,6,999,0,2,93.075,-47.1,1.483,5099.1,0
43,10,3,3,2,5,1,2,999,0,2,94.465,-41.8,4.967,5228.1,0
48,6,2,3,2,4,2,17,999,0,2,93.918,-42.7,4.962,5228.1,0
56,11,1,3,2,7,1,1,999,0,2,93.994,-36.4,4.857,5191,0
42,10,3,3,2,7,5,1,999,0,2,93.994,-36.4,4.857,5191,0
30,10,3,3,1,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
56,4,1,3,2,5,4,5,999,0,2,94.465,-41.8,4.961,5228.1,0
35,10,2,2,1,2,1,2,999,0,2,93.444,-36.1,4.963,5228.1,0
39,8,3,1,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
49,11,2,3,2,7,2,1,999,0,2,92.893,-46.2,1.354,5099.1,0
30,1,2,3,1,7,1,2,999,1,1,92.893,-46.2,1.313,5099.1,0
39,1,2,1,2,5,4,9,999,0,2,94.465,-41.8,4.961,5228.1,0
32,10,3,3,2,4,3,2,999,0,2,93.918,-42.7,4.962,5228.1,0
59,1,1,1,1,4,2,3,999,0,2,93.918,-42.7,4.962,5228.1,1
